,question,contexts,ground_truth,evolution_type,metadata,episode_done
82,What's key for mitigating risks in GAI systems?,"['\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nMP-1.1-002 & \\begin{tabular}{l}\nDetermine and document the expected and acceptable GAI system context of \\\\\nuse in collaboration with socio-cultural and other domain experts, by assessing: \\\\\nAssumptions and limitations; Direct value to the organization; Intended \\\\\noperational environment and observed usage patterns; Potential positive and \\\\\nnegative impacts to individuals, public safety, groups, communities, \\\\\norganizations, democratic institutions, and the physical environment; Social \\\\\nnorms and expectations. \\\\\n\\end{tabular} & Harmful Bias and Homogenization \\\\\n\\hline\nMP-1.1-003 & \\begin{tabular}{l}\nDocument risk measurement plans to address identified risks. Plans may \\\\\ninclude, as applicable: Individual and group cognitive biases (e.g., confirmation \\\\\nbias, funding bias, groupthink) for AI Actors involved in the design, \\\\\nimplementation, and use of GAI systems; Known past GAI system incidents and \\\\\nfailure modes; In-context use and foreseeable misuse, abuse, and off-label use; \\\\\nOver reliance on quantitative metrics and methodologies without sufficient \\\\\nawareness of their limitations in the context(s) of use; Standard measurement \\\\\nand structured human feedback approaches; Anticipated human-AI \\\\\nconfigurations. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-Al Configuration; Harmful \\\\\nBias and Homogenization; \\\\\nDangerous, Violent, or Hateful \\\\\nContent \\\\\n\\end{tabular} \\\\\n\\hline\nMP-1.1-004 & \\begin{tabular}{l}\nIdentify and document foreseeable illegal uses or applications of the GAI system \\\\\nthat surpass organizational risk tolerances. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or Capabilities; \\\\\nDangerous, Violent, or Hateful \\\\\nContent; Obscene, Degrading, \\\\\nand/or Abusive Content \\\\\n\\end{tabular} \\\\\n\\hline\nAl Actor Task & eployment &  \\\\\n\\hline\n\\end{tabular}\n\\end{center}', 'Hateful Content \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-005 & \\begin{tabular}{l}\nVerify that GAI system architecture can monitor outputs and performance, and \\\\\nhandle, recover from, and repair errors when security anomalies, threats and \\\\\nimpacts are detected. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nConfabulation; Information \\\\\nIntegrity; Information Security \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-006 & \\begin{tabular}{l}\nVerify that systems properly handle queries that may give rise to inappropriate, \\\\\nmalicious, or illegal usage, including facilitating manipulation, extortion, targeted \\\\\nimpersonation, cyber-attacks, and weapons creation. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or Capabilities; \\\\\nInformation Security \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-007 & \\begin{tabular}{l}\nRegularly evaluate GAI system vulnerabilities to possible circumvention of safety \\\\\nmeasures. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or Capabilities; \\\\\nInformation Security \\\\\n\\end{tabular} \\\\\n\\hline\n\\multicolumn{3}{|l|}{AI Actor Tasks: AI Deployment, Al Impact Assessment, Domain Experts, Operation and Monitoring, TEVV} \\\\\n\\hline\n\\end{tabular}\n\\end{center}']","Key for mitigating risks in GAI systems includes documenting risk measurement plans to address identified risks, which may involve considering individual and group cognitive biases, known past GAI system incidents and failure modes, in-context use and foreseeable misuse, over-reliance on quantitative metrics, standard measurement and structured human feedback approaches, and anticipated human-AI configurations.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
83,"What were the 4 main points by GAI PWG, and how did public input shape them?","['\\footnotetext{${ }^{1}$ EO 14110 defines Generative AI as ""the class of AI models that emulate the structure and characteristics of input data in order to generate derived synthetic content. This can include images, videos, audio, text, and other digital content."" While not all GAI is derived from foundation models, for purposes of this document, GAI generally refers to generative foundation models. The foundation model subcategory of ""dual-use foundation models"" is defined by EO 14110 as ""an AI model that is trained on broad data; generally uses self-supervision; contains at least tens of billions of parameters; is applicable across a wide range of contexts.""\\\\\n${ }^{2}$ This profile was developed per Section 4.1(a)(i)(A) of EO 14110, which directs the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology (NIST), to develop a companion resource to the AI RMF, NIST AI 100-1, for generative AI.\n}\nThis work was informed by public feedback and consultations with diverse stakeholder groups as part of NIST\'s\\\\\nGenerative AI Public Working Group (GAI PWG). The GAI PWG was an open, transparent, and collaborative\\\\\nprocess, facilitated via a virtual workspace, to obtain multistakeholder input on GAI risk management and to\\\\\ninform NIST\'s approach.\\\\\nThe focus of the GAI PWG was limited to four primary considerations relevant to GAI: Governance, Content\\\\\nProvenance, Pre-deployment Testing, and Incident Disclosure (further described in Appendix A). As such, the\\\\\nsuggested actions in this document primarily address these considerations.\\\\\nFuture revisions of this profile will include additional AI RMF subcategories, risks, and suggested actions based\\\\\non additional considerations of GAI as the space evolves and empirical evidence indicates additional risks. A\\\\\nglossary of terms pertinent to GAI risk management will be developed and hosted on NIST\'s Trustworthy \\&\\\\', ""Future revisions of this profile will include additional AI RMF subcategories, risks, and suggested actions based\\\\\non additional considerations of GAI as the space evolves and empirical evidence indicates additional risks. A\\\\\nglossary of terms pertinent to GAI risk management will be developed and hosted on NIST's Trustworthy \\&\\\\\nResponsible AI Resource Center (AIRC), and added to The Language of Trustworthy Al: An In-Depth Glossary of\\\\\nTerms.\\\\\nThis document was also informed by public comments and consultations from several Requests for Information.\\\\\nThis work was informed by public feedback and consultations with diverse stakeholder groups as part of NIST's Generative AI Public Working Group (GAI PWG). The GAI PWG was an open, transparent, and collaborative process, facilitated via a virtual workspace, to obtain multistakeholder input on GAI risk management and to inform NIST's approach.\nThe focus of the GAI PWG was limited to four primary considerations relevant to GAI: Governance, Content Provenance, Pre-deployment Testing, and Incident Disclosure (further described in Appendix A). As such, the suggested actions in this document primarily address these considerations.""]","The four main points by GAI PWG were Governance, Content Provenance, Pre-deployment Testing, and Incident Disclosure. Public input shaped these points through an open, transparent, and collaborative process facilitated via a virtual workspace to obtain multistakeholder input on GAI risk management and to inform NIST's approach.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
84,How might GAI errors affect data privacy?,"['To guide organizations in identifying and managing GAI risks, a set of risks unique to or exacerbated by the development and use of GAI are defined below. ${ }^{5}$ Each risk is labeled according to the outcome, object, or source of the risk (i.e., some are risks ""to"" a subject or domain and others are risks ""of"" or ""from"" an issue or theme). These risks provide a lens through which organizations can frame and execute risk management efforts. To help streamline risk management efforts, each risk is mapped in Section 3 (as well as in tables in Appendix B) to relevant Trustworthy AI Characteristics identified in the AI RMF.\n\\footnotetext{${ }^{5}$ These risks can be further categorized by organizations depending on their unique approaches to risk definition and management. One possible way to further categorize these risks, derived in part from the UK\'s International Scientific Report on the Safety of Advanced AI, could be: 1) Technical / Model risks (or risk from malfunction): Confabulation; Dangerous or Violent Recommendations; Data Privacy; Value Chain and Component Integration; Harmful Bias, and Homogenization; 2) Misuse by humans (or malicious use): CBRN Information or Capabilities; Data Privacy; Human-Al Configuration; Obscene, Degrading, and/or Abusive Content; Information Integrity; Information Security; 3) Ecosystem / societal risks (or systemic risks): Data Privacy; Environmental; Intellectual Property. We also note that some risks are cross-cutting between these categories.\n}\\begin{enumerate}\n  \\item CBRN Information or Capabilities: Eased access to or synthesis of materially nefarious information or design capabilities related to chemical, biological, radiological, or nuclear (CBRN) weapons or other dangerous materials or agents.\n  \\item Confabulation: The production of confidently stated but erroneous or false content (known colloquially as ""hallucinations"" or ""fabrications"") by which users may be misled or deceived. ${ }^{6}$', '\\item Confabulation: The production of confidently stated but erroneous or false content (known colloquially as ""hallucinations"" or ""fabrications"") by which users may be misled or deceived. ${ }^{6}$\n  \\item Dangerous, Violent, or Hateful Content: Eased production of and access to violent, inciting, radicalizing, or threatening content as well as recommendations to carry out self-harm or conduct illegal activities. Includes difficulty controlling public exposure to hateful and disparaging or stereotyping content.\n  \\item Data Privacy: Impacts due to leakage and unauthorized use, disclosure, or de-anonymization of biometric, health, location, or other personally identifiable information or sensitive data. ${ }^{7}$\n  \\item Environmental Impacts: Impacts due to high compute resource utilization in training or operating GAI models, and related outcomes that may adversely impact ecosystems.\n  \\item Harmful Bias or Homogenization: Amplification and exacerbation of historical, societal, and systemic biases; performance disparities ${ }^{8}$ between sub-groups or languages, possibly due to non-representative training data, that result in discrimination, amplification of biases, or incorrect presumptions about performance; undesired homogeneity that skews system or model outputs, which may be erroneous, lead to ill-founded decision-making, or amplify harmful biases.\n  \\item Human-AI Configuration: Arrangements of or interactions between a human and an AI system which can result in the human inappropriately anthropomorphizing GAI systems or experiencing algorithmic aversion, automation bias, over-reliance, or emotional entanglement with GAI systems.\n  \\item Information Integrity: Lowered barrier to entry to generate and support the exchange and consumption of content which may not distinguish fact from opinion or fiction or acknowledge uncertainties, or could be leveraged for large-scale dis- and mis-information campaigns.']","GAI errors can affect data privacy through impacts due to leakage and unauthorized use, disclosure, or de-anonymization of biometric, health, location, or other personally identifiable information or sensitive data.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
85,How to manage risks when fine-tuning third-party GAI models?,"['\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nMS-2.6-001 & \\begin{tabular}{l}\nAssess adverse impacts, including health and wellbeing impacts for value chain \\\\\nor other AI Actors that are exposed to sexually explicit, offensive, or violent \\\\\ninformation during GAI training and maintenance. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-Al Configuration; Obscene, \\\\\nDegrading, and/or Abusive \\\\\nContent; Value Chain and \\\\\nComponent Integration; \\\\\nDangerous, Violent, or Hateful \\\\\nContent \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-002 & \\begin{tabular}{l}\nAssess existence or levels of harmful bias, intellectual property infringement, \\\\\ndata privacy violations, obscenity, extremism, violence, or CBRN information in \\\\\nsystem training data. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nData Privacy; Intellectual Property; \\\\\nObscene, Degrading, and/or \\\\\nAbusive Content; Harmful Bias and \\\\\nHomogenization; Dangerous, \\\\\nViolent, or Hateful Content; CBRN \\\\\nInformation or Capabilities \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-003 & \\begin{tabular}{l}\nRe-evaluate safety features of fine-tuned models when the negative risk exceeds \\\\\norganizational risk tolerance. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nDangerous, Violent, or Hateful \\\\\nContent \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-004 & \\begin{tabular}{l}\nReview GAI system outputs for validity and safety: Review generated code to \\\\\nassess risks that may arise from unreliable downstream decision-making. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration; Dangerous, Violent, or \\\\\nHateful Content \\\\\n\\end{tabular} \\\\\n\\hline\nMS-2.6-005 & \\begin{tabular}{l}\nVerify that GAI system architecture can monitor outputs and performance, and \\\\\nhandle, recover from, and repair errors when security anomalies, threats and \\\\\nimpacts are detected. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nConfabulation; Information \\\\\nIntegrity; Information Security \\\\\n\\end{tabular} \\\\\n\\hline', '\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nMG-3.1-001 & \\begin{tabular}{l}\nApply organizational risk tolerances and controls (e.g., acquisition and \\\\\nprocurement processes; assessing personnel credentials and qualifications, \\\\\nperforming background checks; filtering GAI input and outputs, grounding, fine \\\\\ntuning, retrieval-augmented generation) to third-party GAI resources: Apply \\\\\norganizational risk tolerance to the utilization of third-party datasets and other \\\\\nGAI resources; Apply organizational risk tolerances to fine-tuned third-party \\\\\nmodels; Apply organizational risk tolerance to existing third-party models \\\\\nadapted to a new domain; Reassess risk measurements after fine-tuning third- \\\\\nparty GAI models. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration; Intellectual Property \\\\\n\\end{tabular} \\\\\n\\hline\nMG-3.1-002 & \\begin{tabular}{l}\nTest GAI system value chain risks (e.g., data poisoning, malware, other software \\\\\nand hardware vulnerabilities; labor practices; data privacy and localization \\\\\ncompliance; geopolitical alignment). \\\\\n\\end{tabular} & \\begin{tabular}{l}\nData Privacy; Information Security; \\\\\nValue Chain and Component \\\\\nIntegration; Harmful Bias and \\\\\nHomogenization \\\\\n\\end{tabular} \\\\\n\\hline\nMG-3.1-003 & \\begin{tabular}{l}\nRe-assess model risks after fine-tuning or retrieval-augmented generation \\\\\nimplementation and for any third-party GAI models deployed for applications \\\\\nand/or use cases that were not evaluated in initial testing. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration \\\\\n\\end{tabular} \\\\\n\\hline\nMG-3.1-004 & \\begin{tabular}{l}\nTake reasonable measures to review training data for CBRN information, and \\\\\nintellectual property, and where appropriate, remove it. Implement reasonable \\\\\nmeasures to prevent, flag, or take other action in response to outputs that \\\\']","To manage risks when fine-tuning third-party GAI models, apply organizational risk tolerances and controls to third-party GAI resources. This includes applying organizational risk tolerance to the utilization of third-party datasets and other GAI resources, fine-tuned third-party models, and existing third-party models adapted to a new domain. Additionally, reassess risk measurements after fine-tuning third-party GAI models.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
86,What's key to prevent unauthorized data collection and ensure incident response for third-party GAI tech?,"['\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nGV-6.2-003 & \\begin{tabular}{l}\nEstablish incident response plans for third-party GAI technologies: Align incident \\\\\nresponse plans with impacts enumerated in MAP 5.1; Communicate third-party \\\\\nGAI incident response plans to all relevant AI Actors; Define ownership of GAI \\\\\nincident response functions; Rehearse third-party GAI incident response plans at \\\\\na regular cadence; Improve incident response plans based on retrospective \\\\\nlearning; Review incident response plans for alignment with relevant breach \\\\\nreporting, data protection, data privacy, or other laws. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nData Privacy; Human-AI \\\\\nConfiguration; Information \\\\\nSecurity; Value Chain and \\\\\nComponent Integration; Harmful \\\\\nBias and Homogenization \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.2-004 & \\begin{tabular}{l}\nEstablish policies and procedures for continuous monitoring of third-party GAI \\\\\nsystems in deployment. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.2-005 & \\begin{tabular}{l}\nEstablish policies and procedures that address GAI data redundancy, including \\\\\nmodel weights and other system artifacts. \\\\\n\\end{tabular} & Harmful Bias and Homogenization \\\\\n\\hline\nGV-6.2-006 & \\begin{tabular}{l}\nEstablish policies and procedures to test and manage risks related to rollover and \\\\\nfallback technologies for GAI systems, acknowledging that rollover and fallback \\\\\nmay include manual processing. \\\\\n\\end{tabular} & Information Integrity \\\\\n\\hline\nGV-6.2-007 & \\begin{tabular}{l}\nReview vendor contracts and avoid arbitrary or capricious termination of critical \\\\\nGAI technologies or vendor services and non-standard terms that may amplify or \\\\\ndefer liability in unexpected ways and/or contribute to unauthorized data \\\\\ncollection by vendors or third-parties (e.g., secondary data use). Consider: Clear \\\\', '\\hline\nGV-6.2-007 & \\begin{tabular}{l}\nReview vendor contracts and avoid arbitrary or capricious termination of critical \\\\\nGAI technologies or vendor services and non-standard terms that may amplify or \\\\\ndefer liability in unexpected ways and/or contribute to unauthorized data \\\\\ncollection by vendors or third-parties (e.g., secondary data use). Consider: Clear \\\\\nassignment of liability and responsibility for incidents, GAI system changes over \\\\\ntime (e.g., fine-tuning, drift, decay); Request: Notification and disclosure for \\\\\nserious incidents arising from third-party data and systems; Service Level \\\\\nAgreements (SLAs) in vendor contracts that address incident response, response \\\\\ntimes, and availability of critical support. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-Al Configuration; \\\\\nInformation Security; Value Chain \\\\\nand Component Integration \\\\\n\\end{tabular} \\\\\n\\hline\n\\multicolumn{3}{|l|}{AI Actor Tasks: AI Deployment, Operation and Monitoring, TEVV, Third-party entities} \\\\\n\\hline\n\\end{tabular}\n\\end{center}']","To prevent unauthorized data collection and ensure incident response for third-party GAI technologies, it is key to review vendor contracts and avoid arbitrary or capricious termination of critical GAI technologies or vendor services. Additionally, it is important to avoid non-standard terms that may amplify or defer liability in unexpected ways and/or contribute to unauthorized data collection by vendors or third-parties (e.g., secondary data use). Clear assignment of liability and responsibility for incidents, GAI system changes over time (e.g., fine-tuning, drift, decay) should be considered. Furthermore, requesting notification and disclosure for serious incidents arising from third-party data and systems, and including Service Level Agreements (SLAs) in vendor contracts that address incident response, response times, and availability of critical support are also essential.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
87,What were the 4 main points the GAI PWG considered for NIST's GAI risk mgmt?,"['\\footnotetext{${ }^{1}$ EO 14110 defines Generative AI as ""the class of AI models that emulate the structure and characteristics of input data in order to generate derived synthetic content. This can include images, videos, audio, text, and other digital content."" While not all GAI is derived from foundation models, for purposes of this document, GAI generally refers to generative foundation models. The foundation model subcategory of ""dual-use foundation models"" is defined by EO 14110 as ""an AI model that is trained on broad data; generally uses self-supervision; contains at least tens of billions of parameters; is applicable across a wide range of contexts.""\\\\\n${ }^{2}$ This profile was developed per Section 4.1(a)(i)(A) of EO 14110, which directs the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology (NIST), to develop a companion resource to the AI RMF, NIST AI 100-1, for generative AI.\n}\nThis work was informed by public feedback and consultations with diverse stakeholder groups as part of NIST\'s\\\\\nGenerative AI Public Working Group (GAI PWG). The GAI PWG was an open, transparent, and collaborative\\\\\nprocess, facilitated via a virtual workspace, to obtain multistakeholder input on GAI risk management and to\\\\\ninform NIST\'s approach.\\\\\nThe focus of the GAI PWG was limited to four primary considerations relevant to GAI: Governance, Content\\\\\nProvenance, Pre-deployment Testing, and Incident Disclosure (further described in Appendix A). As such, the\\\\\nsuggested actions in this document primarily address these considerations.\\\\\nFuture revisions of this profile will include additional AI RMF subcategories, risks, and suggested actions based\\\\\non additional considerations of GAI as the space evolves and empirical evidence indicates additional risks. A\\\\\nglossary of terms pertinent to GAI risk management will be developed and hosted on NIST\'s Trustworthy \\&\\\\', ""Future revisions of this profile will include additional AI RMF subcategories, risks, and suggested actions based\\\\\non additional considerations of GAI as the space evolves and empirical evidence indicates additional risks. A\\\\\nglossary of terms pertinent to GAI risk management will be developed and hosted on NIST's Trustworthy \\&\\\\\nResponsible AI Resource Center (AIRC), and added to The Language of Trustworthy Al: An In-Depth Glossary of\\\\\nTerms.\\\\\nThis document was also informed by public comments and consultations from several Requests for Information.\\\\\nThis work was informed by public feedback and consultations with diverse stakeholder groups as part of NIST's Generative AI Public Working Group (GAI PWG). The GAI PWG was an open, transparent, and collaborative process, facilitated via a virtual workspace, to obtain multistakeholder input on GAI risk management and to inform NIST's approach.\nThe focus of the GAI PWG was limited to four primary considerations relevant to GAI: Governance, Content Provenance, Pre-deployment Testing, and Incident Disclosure (further described in Appendix A). As such, the suggested actions in this document primarily address these considerations.""]","The four primary considerations relevant to GAI that the GAI PWG focused on were Governance, Content Provenance, Pre-deployment Testing, and Incident Disclosure.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
88,"How do orgs use AI RMF profiles to manage dual-use Gen AI risks in governance, content provenance, pre-deployment testing, and incident disclosure?","['A profile is an implementation of the AI RMF functions, categories, and subcategories for a specific setting, application, or technology - in this case, Generative AI (GAI) - based on the requirements, risk tolerance, and resources of the Framework user. AI RMF profiles assist organizations in deciding how to best manage Al risks in a manner that is well-aligned with their goals, considers legal/regulatory requirements and best practices, and reflects risk management priorities. Consistent with other AI RMF profiles, this profile offers insights into how risk can be managed across various stages of the Al lifecycle and for GAI as a technology.\n\nAs GAI covers risks of models or applications that can be used across use cases or sectors, this document is an AI RMF cross-sectoral profile. Cross-sectoral profiles can be used to govern, map, measure, and manage risks associated with activities or business processes common across sectors, such as the use of large language models (LLMs), cloud-based services, or acquisition.\n\nThis document defines risks that are novel to or exacerbated by the use of GAI. After introducing and describing these risks, the document provides a set of suggested actions to help organizations govern, map, measure, and manage these risks.', '\\footnotetext{${ }^{1}$ EO 14110 defines Generative AI as ""the class of AI models that emulate the structure and characteristics of input data in order to generate derived synthetic content. This can include images, videos, audio, text, and other digital content."" While not all GAI is derived from foundation models, for purposes of this document, GAI generally refers to generative foundation models. The foundation model subcategory of ""dual-use foundation models"" is defined by EO 14110 as ""an AI model that is trained on broad data; generally uses self-supervision; contains at least tens of billions of parameters; is applicable across a wide range of contexts.""\\\\\n${ }^{2}$ This profile was developed per Section 4.1(a)(i)(A) of EO 14110, which directs the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology (NIST), to develop a companion resource to the AI RMF, NIST AI 100-1, for generative AI.\n}\nThis work was informed by public feedback and consultations with diverse stakeholder groups as part of NIST\'s\\\\\nGenerative AI Public Working Group (GAI PWG). The GAI PWG was an open, transparent, and collaborative\\\\\nprocess, facilitated via a virtual workspace, to obtain multistakeholder input on GAI risk management and to\\\\\ninform NIST\'s approach.\\\\\nThe focus of the GAI PWG was limited to four primary considerations relevant to GAI: Governance, Content\\\\\nProvenance, Pre-deployment Testing, and Incident Disclosure (further described in Appendix A). As such, the\\\\\nsuggested actions in this document primarily address these considerations.\\\\\nFuture revisions of this profile will include additional AI RMF subcategories, risks, and suggested actions based\\\\\non additional considerations of GAI as the space evolves and empirical evidence indicates additional risks. A\\\\\nglossary of terms pertinent to GAI risk management will be developed and hosted on NIST\'s Trustworthy \\&\\\\']","Organizations use AI RMF profiles to manage dual-use Generative AI risks by following suggested actions in governance, content provenance, pre-deployment testing, and incident disclosure. These actions help organizations govern, map, measure, and manage risks associated with Generative AI across various stages of the AI lifecycle.",multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
89,How does the 2022 WH roadmap tackle AI info integrity and privacy issues?,"['The White House (2022) Roadmap for Researchers on Priorities Related to Information Integrity Research and Development. \\href{https://www.whitehouse.gov/wp-content/uploads/2022/12/RoadmapInformation-Integrity-RD-2022.pdf}{https://www.whitehouse.gov/wp-content/uploads/2022/12/RoadmapInformation-Integrity-RD-2022.pdf}?\n\nThiel, D. (2023) Investigation Finds AI Image Generation Models Trained on Child Abuse. Stanford Cyber Policy Center. \\href{https://cyber.fsi.stanford.edu/news/investigation-finds-ai-image-generation-modelstrained-child-abuse}{https://cyber.fsi.stanford.edu/news/investigation-finds-ai-image-generation-modelstrained-child-abuse}\n\nTirrell, L. (2017) Toxic Speech: Toward an Epidemiology of Discursive Harm. Philosophical Topics, 45(2), 139-162. \\href{https://www.jstor.org/stable/26529441}{https://www.jstor.org/stable/26529441}\n\nTufekci, Z. (2015) Algorithmic Harms Beyond Facebook and Google: Emergent Challenges of Computational Agency. Colorado Technology Law Journal. \\href{https://ctlj.colorado.edu/wpcontent/uploads/2015/08/Tufekci-final.pdf}{https://ctlj.colorado.edu/wpcontent/uploads/2015/08/Tufekci-final.pdf}\n\nTurri, V. et al. (2023) Why We Need to Know More: Exploring the State of Al Incident Documentation Practices. AAAI/ACM Conference on AI, Ethics, and Society. \\href{https://dl.acm.org/doi/fullHtml/10.1145/3600211.3604700}{https://dl.acm.org/doi/fullHtml/10.1145/3600211.3604700}\n\nUrbina, F. et al. (2022) Dual use of artificial-intelligence-powered drug discovery. Nature Machine Intelligence. \\href{https://www.nature.com/articles/s42256-022-00465-9}{https://www.nature.com/articles/s42256-022-00465-9}\n\nWang, X. et al. (2023) Energy and Carbon Considerations of Fine-Tuning BERT. ACL Anthology. \\href{https://aclanthology.org/2023.findings-emnlp.607.pdf}{https://aclanthology.org/2023.findings-emnlp.607.pdf}', 'Solaiman, I. et al. (2023) The Gradient of Generative AI Release: Methods and Considerations. arXiv. \\href{https://arxiv.org/abs/2302.04844}{https://arxiv.org/abs/2302.04844}\n\nStaab, R. et al. (2023) Beyond Memorization: Violating Privacy via Inference With Large Language Models. arXiv. \\href{https://arxiv.org/pdf/2310.07298}{https://arxiv.org/pdf/2310.07298}\n\nStanford, S. et al. (2023) Whose Opinions Do Language Models Reflect? arXiv.\\\\\n\\href{https://arxiv.org/pdf/2303.17548}{https://arxiv.org/pdf/2303.17548}\\\\\nStrubell, E. et al. (2019) Energy and Policy Considerations for Deep Learning in NLP. arXiv. \\href{https://arxiv.org/pdf/1906.02243}{https://arxiv.org/pdf/1906.02243}\n\nThe White House (2016) Circular No. A-130, Managing Information as a Strategic Resource. \\href{https://www.whitehouse.gov/wp-}{https://www.whitehouse.gov/wp-}\\\\\ncontent/uploads/legacy drupal files/omb/circulars/A130/a130revised.pdf\\\\\nThe White House (2023) Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence. \\href{https://www.whitehouse.gov/briefing-room/presidentialactions/2023/10/30/executive-order-on-the-safe-secure-and-trustworthy-development-and-use-ofartificial-intelligence/}{https://www.whitehouse.gov/briefing-room/presidentialactions/2023/10/30/executive-order-on-the-safe-secure-and-trustworthy-development-and-use-ofartificial-intelligence/}\n\nThe White House (2022) Roadmap for Researchers on Priorities Related to Information Integrity Research and Development. \\href{https://www.whitehouse.gov/wp-content/uploads/2022/12/RoadmapInformation-Integrity-RD-2022.pdf}{https://www.whitehouse.gov/wp-content/uploads/2022/12/RoadmapInformation-Integrity-RD-2022.pdf}?']",The answer to given question is not present in context,multi_context,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
90,How do distillation & compression affect GAI's environmental impact & bias?,"['Methods for creating smaller versions of trained models, such as model distillation or compression, could reduce environmental impacts at inference time, but training and tuning such models may still contribute to their environmental impacts. Currently there is no agreed upon method to estimate environmental impacts from GAI.\n\nTrustworthy AI Characteristics: Accountable and Transparent, Safe\n\\subsection*{2.6. Harmful Bias and Homogenization}\nBias exists in many forms and can become ingrained in automated systems. Al systems, including GAI systems, can increase the speed and scale at which harmful biases manifest and are acted upon, potentially perpetuating and amplifying harms to individuals, groups, communities, organizations, and society. For example, when prompted to generate images of CEOs, doctors, lawyers, and judges, current text-to-image models underrepresent women and/or racial minorities, and people with disabilities. Image generator models have also produced biased or stereotyped output for various demographic groups and have difficulty producing non-stereotyped content even when the prompt specifically requests image features that are inconsistent with the stereotypes. Harmful bias in GAI models, which may stem from their training data, can also cause representational harms or perpetuate or exacerbate bias based on race, gender, disability, or other protected classes.']","Methods for creating smaller versions of trained models, such as model distillation or compression, could reduce environmental impacts at inference time, but training and tuning such models may still contribute to their environmental impacts.",reasoning,[{'source': 'data/nist_ai.tex'}],True
91,Why might GAI validation fail in games and tests?,"['\\section*{Limitations of Current Pre-deployment Test Approaches}\nCurrently available pre-deployment TEVV processes used for GAI applications may be inadequate, nonsystematically applied, or fail to reflect or mismatched to deployment contexts. For example, the anecdotal testing of GAI system capabilities through video games or standardized tests designed for humans (e.g., intelligence tests, professional licensing exams) does not guarantee GAI system validity or reliability in those domains. Similarly, jailbreaking or prompt engineering tests may not systematically assess validity or reliability risks.']",GAI validation might fail in games and tests because anecdotal testing of GAI system capabilities through video games or standardized tests designed for humans does not guarantee GAI system validity or reliability in those domains.,reasoning,[{'source': 'data/nist_ai.tex'}],True
